Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
HAND&NATURE GREEN TEA HAND CREAM,8806173436989,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,55000,20,VAT10,inclusive,,,,NK0560,,,,,
HAND&NATURE AVOCADO HAND CREAM,8806173436910,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,55000,20,VAT10,inclusive,,,,NK0552,,,,,
HAND & NATURE APPLE MANGO HAND CREAM,8806173436897,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,55000,20,VAT10,inclusive,,,,NK0550,,,,,
HAND&NATURE SHEA BUTTER HAND CREAM,8806173437535,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,78862,95000,20,VAT10,inclusive,,,,NK0614,,,,,
HAND&NATURE GRAPEFRUIT HAND CREAM,8806173436873,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,55000,20,VAT10,inclusive,,,,NK0548,,,,,
HAND&NATURE  LILY HAND CREAM,8806173436958,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,55000,20,VAT10,inclusive,,,,NK0557,,,,,
HAND&NATURE LILY HAND CREAM,8806173437511,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,78862,95000,20,VAT10,inclusive,,,,NK0612,,,,,
