Product Code, Unit Cost , Quantity,Product Variant, Expiry
8806173440894,126655.9095,12,,12/31/2019
8806173425686,86827.00711,12,,12/31/2019
8806173433360,95589.36563,24,,12/31/2019
8806173441211,95589.36563,12,,12/31/2019
8806173441204,199144.5117,12,,12/31/2019
8806173438808,78861.22664,12,,12/31/2019
8806173438822,70098.86813,12,,12/31/2019
8806173422838,61336.50961,24,,12/31/2019
8806173416219,70098.86813,12,,12/31/2019
8806173424146,118690.129,12,,12/31/2019
8806173440962,100368.8339,8,,12/31/2019
8806173426416,99572.25586,36,,12/31/2019
8806173424665,78861.22664,24,,12/31/2019
8806173435081,7958.084063,50,,12/31/2019
8806173440696,54963.88523,8,,12/31/2019
8806173423552,52574.15109,12,,12/31/2019
8806173423576,78861.22664,24,,12/31/2019
8806173420377,35049.43406,1440,,12/31/2019
