Product Code, Unit Cost , Quantity,Product Variant, Expiry
8806173416929,7576.342313,160,,12/31/2019
8806173416998,7576.342313,160,,12/31/2019
8806173416974,7576.342313,160,,12/31/2019
8806173417094,7576.342313,160,,12/31/2019
8806173417049,7576.342313,160,,12/31/2019
8806173417025,7576.342313,160,,12/31/2019
8806173417032,7576.342313,160,,12/31/2019
8806173417063,7576.342313,160,,12/31/2019
8806173417100,7576.342313,160,,12/31/2019
8806173416967,7576.342313,160,,12/31/2019
8806173416981,7576.342313,160,,12/31/2019
8806173417018,7576.342313,160,,12/31/2019
8806173420377,35049.43406,240,,12/31/2019
