Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
REAL NATURE OLIVE MASK SHEET ,8.80617E+12,code128,Nature Republic,Mask Sheet,Pcs,Pcs,Pcs,7577,18000,500,VAT10,inclusive,,,,NM7758,,,,,
REAL NATURE ORANGE MASK SHEET ,8.80617E+12,code128,Nature Republic,Mask Sheet,Pcs,Pcs,Pcs,7577,18000,500,VAT10,inclusive,,,,NM7760,,,,,
REAL NATURE ROSE MASK SHEET ,8.80617E+12,code128,Nature Republic,Mask Sheet,Pcs,Pcs,Pcs,7577,18000,500,VAT10,inclusive,,,,NM7762,,,,,
REAL NATURE TEA TREE MASK SHEET ,8.80617E+12,code128,Nature Republic,Mask Sheet,Pcs,Pcs,Pcs,7577,18000,500,VAT10,inclusive,,,,NM7766,,,,,
REAL SQUEEZE ALOE VERA EMULSION,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,118691,320000,20,VAT10,inclusive,,,,NL8484,,,,,
ECO LIPGLOSS 01LATTE,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,61337,168000,20,VAT10,inclusive,,,,NL8033,,,,,
BEAUTY TOOL SPRAY TYPE CONTAINER,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,15932,45000,20,VAT10,inclusive,,,,NK0131,,,,,
PURE SHINE JELLY FIT TINT 01 THE HOT PINK,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,46999,128000,20,VAT10,inclusive,,,,NK0146,,,,,
PURE SHINE JELLY FIT TINT 03 PLUMPING BERRY,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,46999,128000,20,VAT10,inclusive,,,,NK0148,,,,,
ARGAN ESSENTIAL DEEP CARE HAIR ESSENCE,8.80617E+12,code128,Nature Republic,Hair Care,Pcs,Pcs,Pcs,59744,162000,20,VAT10,inclusive,,,,NL8077,,,,,
SUPER AQUA MAX WATERY TONER (RR),8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,110725,300000,20,VAT10,inclusive,,,,NL8298,,,,,
SUPER AQUA MAX WATERY ESSENCE(RR),8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,126656,342000,20,VAT10,inclusive,,,,NL8300,,,,,
BOTANICAL SIMPLE MAKING GEL EYELINER 1 BLACK,8.80617E+12,code128,Nature Republic,Eye Makeup,Pcs,Pcs,Pcs,67710,185000,20,VAT10,inclusive,,,,NL8141,,,,,
REAL NATURE OLIVE ESSENCE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,99573,270000,20,VAT10,inclusive,,,,NL8710,,,,,
REAL NATURE ROSE ESSENCE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,99573,270000,20,VAT10,inclusive,,,,NL8711,,,,,
BATH & NATURE APPLE MANGO BODY LOTION,8.80617E+12,code128,Nature Republic,Body Care,Pcs,Pcs,Pcs,95590,258000,20,VAT10,inclusive,,,,NL8793,,,,,
NATURE ORIGIN CC TINTED SPF30 PA++,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,111521,302000,20,VAT10,inclusive,,,,NL8220,,,,,
SNAIL SOLUTION EYE CREAM(C),8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,262871,708000,20,VAT10,inclusive,,,,NK0291,,,,,
HAND & NATURE ACACIA HAND CREAM,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,142000,20,VAT10,inclusive,,,,NK0551,,,,,
PURE SHINE LIPSTICK 06 CANDY POP PINK,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,70099,190000,20,VAT10,inclusive,,,,NK0184,,,,,
PURE SHINE LIPSTICK 07 CORAL GELATO,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,70099,190000,20,VAT10,inclusive,,,,NK0185,,,,,
PURE SHINE LIPSTICK 08 ORANGE BONGBONG,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,70099,190000,20,VAT10,inclusive,,,,NK0186,,,,,
BEAUTY TOOL PENCIL SHARPENER®,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,7966,22000,20,VAT10,inclusive,,,,NK0266,,,,,
PROVENCE INTENSIVE AMPOULE MAKE UP BASE 01 MINT SPF30 PA++ ,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,150554,408000,20,VAT10,inclusive,,,,NK0384,,,,,
HAWAIIAN DEEP SEA MILD SCRUB FOAM CLEANSER,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,70099,190000,20,VAT10,inclusive,,,,NK0303,,,,,
SNAIL SOLUTION WRINKLE UP SPOT,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,238974,645000,20,VAT10,inclusive,,,,NK0356,,,,,
CALIFORNIA ALOE DAILY SUN BLOCK SPF50+PA++++,8.80617E+12,code128,Nature Republic,Sun Care,Pcs,Pcs,Pcs,126656,342000,20,VAT10,inclusive,,,,NJ0946,,,,,
CALIFORNIA ALOE WATERPROOF SUN BLOCK SPF50+PA++++,8.80617E+12,code128,Nature Republic,Sun Care,Pcs,Pcs,Pcs,122674,472000,20,VAT10,inclusive,,,,NJ0948,,,,,
CALIFORNIA ALOE SUN LIQUID SPF50+PA++++,8.80617E+12,code128,Nature Republic,Sun Care,Pcs,Pcs,Pcs,122674,472000,20,VAT10,inclusive,,,,NJ0954,,,,,
VITAMIN B5 TONER,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,150554,408000,20,VAT10,inclusive,,,,NK0646,,,,,
VITAMIN B5 EMULSION,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,150554,408000,20,VAT10,inclusive,,,,NK0647,,,,,
HAND&NATURE GREENTEA HAND CREAM,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,78862,205000,20,VAT10,inclusive,,,,NK0611,,,,,
BOTANICAL CREAM CONCEALER 23 NATURAL BEIGE,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,61337,168000,20,VAT10,inclusive,,,,NK0821,,,,,
SNAIL SOLUTION ESSENCE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,262871,708000,20,VAT10,inclusive,,,,NK0229,,,,,
HAWAIIAN DEEP SEA LIP&EYE REMOVER,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,62930,170000,20,VAT10,inclusive,,,,NK0307,,,,,
HIMALAYA SALT CLEANSING BALM_WHITE SALT,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,118691,320000,20,VAT10,inclusive,,,,NK0472,,,,,
SMUDGE PROOF EYELINER 02 DEEP BROWN,8.80617E+12,code128,Nature Republic,Eye Makeup,Pcs,Pcs,Pcs,75433,215000,20,VAT10,inclusive,,,,NK0214,,,,,
PURE SHINE LIPSTICK 12 ORCHID BLOSSOM,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,70099,190000,20,VAT10,inclusive,,,,NK0538,,,,,
PURE SHINE LIPSTICK 05 MILKY PINK,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,70099,190000,20,VAT10,inclusive,,,,NK0181,,,,,
CITY CARE MARINE WATER CREAM,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,134622,365000,20,VAT10,inclusive,,,,NJ0847,,,,,
BEAUTY TOOL BLOCK SHADOW TIP,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,19915,55000,20,VAT10,inclusive,,,,NK0208,,,,,
HERB BLENDING TONER,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,182417,492000,20,VAT10,inclusive,,,,NK0526,,,,,
HERB BLENDING EMULSION,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,182417,492000,20,VAT10,inclusive,,,,NK0527,,,,,
HERB BLENDING EYE CREAM,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,198348,535000,20,VAT10,inclusive,,,,NK0530,,,,,
GINSENG ROYAL SILK BOOSTING AMPOULE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,398290,1075000,20,VAT10,inclusive,,,,NK0464,,,,,
AFRICA BIRD HOMME ALL IN ONE BRIGHTENING ESSENCE SPF28PA+++,8.80617E+12,code128,Nature Republic,For Men,Pcs,Pcs,Pcs,199145,538000,20,VAT10,inclusive,,,,NJ0978,,,,,
REAL NATURE GREEN TEA MASK SHEET ,8.80617E+12,code128,Nature Republic,Mask Sheet,Pcs,Pcs,Pcs,7577,18000,500,VAT10,inclusive,,,,NM7754,,,,,
REAL NATURE ALOE MASK SHEET ,8.80617E+12,code128,Nature Republic,Mask Sheet,Pcs,Pcs,Pcs,7577,18000,500,VAT10,inclusive,,,,NM7755,,,,,
REAL NATURE BAMBOO MASK SHEET ,8.80617E+12,code128,Nature Republic,Mask Sheet,Pcs,Pcs,Pcs,7577,18000,500,VAT10,inclusive,,,,NM7759,,,,,
ARGAN ESSENTIAL HYDRO HAIR ESSENCE,8.80617E+12,code128,Nature Republic,Hair Care,Pcs,Pcs,Pcs,55761,152000,20,VAT10,inclusive,,,,NL8350,,,,,
REAL NATURE CRANBERRY PEELING GEL ,8.80617E+12,code128,Nature Republic,Peeling,Pcs,Pcs,Pcs,54964,150000,20,VAT10,inclusive,,,,NL8021,,,,,
REAL SQUEEZE ALOE VERA MOISTURE FOOT MASK,8.80617E+12,code128,Nature Republic,Foot Care,Pcs,Pcs,Pcs,27881,78000,50,VAT10,inclusive,,,,NL8511,,,,,
FRESH GREEN TEA 70 TONER,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,78862,215000,20,VAT10,inclusive,,,,NL8544,,,,,
ARGAN 20º ESSENTIAL TONER,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,118691,320000,20,VAT10,inclusive,,,,NL8612,,,,,
BATH & NATURE GRAPEFRUIT BODY LOTION,8.80617E+12,code128,Nature Republic,Body Care,Pcs,Pcs,Pcs,95590,258000,20,VAT10,inclusive,,,,NL8796,,,,,
WHITE VITA FLORAL EYE BRIGHTNER,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,190383,515000,20,VAT10,inclusive,,,,NL8805,,,,,
GREEK YOGURT PACK_BLUE BERRY (ANTI-WRINKLE),8.80617E+12,code128,Nature Republic,Pack,Pcs,Pcs,Pcs,78862,215000,20,VAT10,inclusive,,,,NL8985,,,,,
NATURE ORIGIN C.C. CREAM SPF30 PA++ COLOR CHANGE,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,111521,302000,20,VAT10,inclusive,,,,NK0106,,,,,
COLLAGEN DREAM 70 EMULSION,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,166485,450000,20,VAT10,inclusive,,,,NL8619,,,,,
FRESH GREEN TEA 70 EMULSION,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,78862,215000,20,VAT10,inclusive,,,,NL8545,,,,,
NATURAL BUTTER LIPBALM 05 LIME MINT,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,54964,150000,20,VAT10,inclusive,,,,NL8270,,,,,
ECO CRAYON LIP ROUGE 04 SCARLET ORANGE,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,47795,130000,20,VAT10,inclusive,,,,NM7957,,,,,
FRESH GREEN TEA FOAM CLEANSER,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,61337,168000,20,VAT10,inclusive,,,,NL8626,,,,,
FOREST GARDEN LIP&EYE REMOVER WATERPROOF,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,62930,170000,20,VAT10,inclusive,,,,NL8575,,,,,
GREEK YOGURT PACK_ORANGE (WHITENING),8.80617E+12,code128,Nature Republic,Pack,Pcs,Pcs,Pcs,78862,215000,20,VAT10,inclusive,,,,NL8986,,,,,
REAL NATURE ARGAN FOAM CLEANSER(R),8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,43812,168000,20,VAT10,inclusive,,,,NL8601,,,,,
REAL NATURE ROSE FOAM CLEANSER(R),8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,43812,168000,20,VAT10,inclusive,,,,NL8603,,,,,
GREEN DERMA MILD LOTION,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,119487,322000,20,VAT10,inclusive,,,,NL8389,,,,,
HONEY&HERB SLEEPING PACK,8.80617E+12,code128,Nature Republic,Pack,Pcs,Pcs,Pcs,61337,215000,20,VAT10,inclusive,,,,NL7980,,,,,
YULI FOAM CLEANSER,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,159316,430000,20,VAT10,inclusive,,,,NK0618,,,,,
FRESH HERB SNAIIL CLEANSING FOAM,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,26288,138000,20,VAT10,inclusive,,,,NK0689,,,,,
FRESH HERB ACEROLA CLEANSING FOAM,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,26288,138000,20,VAT10,inclusive,,,,NK0691,,,,,
HAND&NATURE WHITE MUSK HAND CREAM,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,138000,20,VAT10,inclusive,,,,NK0542,,,,,
HAND&NATURE CHERRY BLOSSOM HAND CREAM,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,138000,20,VAT10,inclusive,,,,NK0546,,,,,
HAND&NATURE MORINGA HAND CREAM,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,138000,20,VAT10,inclusive,,,,NK0556,,,,,
HAND&NATURE  ROSE HAND CREAM,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,138000,20,VAT10,inclusive,,,,NK0558,,,,,
SOOTHING & MOISTURE ALOE VERA FOAM CLEANSER,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,35050,95000,50,VAT10,inclusive,,,,NK0761,,,,,
AFRICA BIRD HOMME ALL IN ONE PERFECT FOAM,8.80617E+12,code128,Nature Republic,For Men,Pcs,Pcs,Pcs,95590,258000,20,VAT10,inclusive,,,,NJ0979,,,,,
PROVENCE INTENSIVE AMPOULE MAKE UP BASE 02 LAVENDER SPF30 PA++ ,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,150554,408000,20,VAT10,inclusive,,,,NK0385,,,,,
CALIFORNIA ALOE PERFECT SUN BLOCK SPF50+PA++++,8.80617E+12,code128,Nature Republic,Sun Care,Pcs,Pcs,Pcs,122674,472000,20,VAT10,inclusive,,,,NJ0952,,,,,
CALIFORNIA ALOE AQUA SUN GEL SPF50+PA++++,8.80617E+12,code128,Nature Republic,Sun Care,Pcs,Pcs,Pcs,100369,275000,20,VAT10,inclusive,,,,NJ0953,,,,,
VITAMIN B5 CREAM,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,198348,535000,20,VAT10,inclusive,,,,NK0649,,,,,
HAND&NATURE ROSE HAND CREAM,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,78862,205000,20,VAT10,inclusive,,,,NK0610,,,,,
BOTANICAL CREAM CONCEALER 21 LIGHT BEIGE,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,61337,168000,20,VAT10,inclusive,,,,NK0820,,,,,
LOVE ME BUBBLE BODY LOTION-COTTON BABY,8.80617E+12,code128,Nature Republic,Body Care,Pcs,Pcs,Pcs,118691,308000,20,VAT10,inclusive,,,,NK0518,,,,,
NATUREREPUBLIC MULTIPLE TOUCH STICK 02 NATURAL BEIGE SPF37PA++,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,95590,258000,20,VAT10,inclusive,,,,NK0345,,,,,
BEAUTY TOOL EYELASH CURLER,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,27881,78000,20,VAT10,inclusive,,,,NK0383,,,,,
PROVENCE INTENSIVE AMPOULE FOUNDATION 02 NATURAL BEIGE SPF30 PA++,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,150554,408000,20,VAT10,inclusive,,,,NK0387,,,,,
HERB BLENDING ESSENCE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,198348,535000,20,VAT10,inclusive,,,,NK0528,,,,,
ARGAN ESSENTIAL DEEP CARE CONDITIONER,8.80617E+12,code128,Nature Republic,Hair Care,Pcs,Pcs,Pcs,78862,215000,20,VAT10,inclusive,,,,NK0738,,,,,
PURE SHINE LIPSTICK 04 PINK CHOUX CREAM,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,70099,190000,20,VAT10,inclusive,,,,NK0180,,,,,
REAL NATURE CHAMOMILE MASK SHEET ,8.80617E+12,code128,Nature Republic,Mask Sheet,Pcs,Pcs,Pcs,7577,18000,500,VAT10,inclusive,,,,NM7752,,,,,
REAL SQUEEZE ALOE VERA TONER,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,118691,320000,20,VAT10,inclusive,,,,NL8482,,,,,
REAL SQUEEZE ALOE VERA ESSENCE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,134622,365000,20,VAT10,inclusive,,,,NL8483,,,,,
ECO LIPGLOSS 06RED,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,61337,168000,20,VAT10,inclusive,,,,NL8028,,,,,
ECO LIPGLOSS 02PEACH,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,61337,168000,20,VAT10,inclusive,,,,NL8032,,,,,
BYFLOWER JEJU JJAMBALM 02 KIWI HONEY BALM,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,39033,108000,20,VAT10,inclusive,,,,NL8051,,,,,
CALIFORNIA ALOE VERA 74 COOLING EYE SERUM,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,86828,235000,50,VAT10,inclusive,,,,NL8643,,,,,
REAL SQUEEZE ALOE VERA SLEEPING PACK,8.80617E+12,code128,Nature Republic,Pack,Pcs,Pcs,Pcs,78862,215000,20,VAT10,inclusive,,,,NL8423,,,,,
SNAIL SOLUTION PEARL HYDRO GEL MASK,8.80617E+12,code128,Nature Republic,Mask Sheet,Pcs,Pcs,Pcs,39829,108000,20,VAT10,inclusive,,,,NL8510,,,,,
BEAUTY TOOL EYELASH 05 FULL VOLUME & WING,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,31864,88000,20,VAT10,inclusive,,,,NL8532,,,,,
NATURAL OLIVE SCALP COOLING HAIR ESSENCE,8.80617E+12,code128,Nature Republic,Hair Care,Pcs,Pcs,Pcs,78862,215000,20,VAT10,inclusive,,,,NL8701,,,,,
JEJU SPARKLING FOAM CLEANSER,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,119487,322000,20,VAT10,inclusive,,,,NL8704,,,,,
FOOT & NATURE COCONUT MOISTURE FOOT CREM,8.80617E+12,code128,Nature Republic,Foot Care,Pcs,Pcs,Pcs,55761,152000,20,VAT10,inclusive,,,,NL8812,,,,,
BEAUTY TOOL NOSE HAIR TRIMMER,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,19915,55000,20,VAT10,inclusive,,,,NL9141,,,,,
BY FLOWER BLUSHER 04 CANDY ROSE,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,55761,152000,20,VAT10,inclusive,,,,NL8405,,,,,
BY FLOWER BLUSHER 05 SHY LILAC,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,55761,152000,20,VAT10,inclusive,,,,NL8406,,,,,
BY FLOWER BLUSHER 07  VANILLA LATTE,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,55761,152000,20,VAT10,inclusive,,,,NL8408,,,,,
BY FLOWER BLUSHER 08 CINNAMON MOCHA,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,55761,152000,20,VAT10,inclusive,,,,NL8409,,,,,
BEAUTY TOOL EYE BROW RAZOR(2P),8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,15932,45000,20,VAT10,inclusive,,,,NK0082,,,,,
BEAUTY TOOL SOFT-TOUCH FLOCKED PUFF (2P),8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,15932,45000,20,VAT10,inclusive,,,,NK0083,,,,,
BEAUTY TOOL 20 PACKS MAKE UP PUFF (20P),8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,27881,78000,20,VAT10,inclusive,,,,NK0087,,,,,
BOTANICAL EYEBROW COATING CARA 04 WINE BROWN,8.80617E+12,code128,Nature Republic,Eye Makeup,Pcs,Pcs,Pcs,49527,140000,20,VAT10,inclusive,,,,NL8015,,,,,
NATURAL BUTTER LIPBALM 03 GRAPEFRUIT,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,54964,150000,20,VAT10,inclusive,,,,NL8268,,,,,
ECO CRAYON LIP ROUGE 02 BERRY PINK,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,47795,130000,20,VAT10,inclusive,,,,NM7955,,,,,
REAL NATURE ARGAN OIL,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,99573,270000,20,VAT10,inclusive,,,,NL8705,,,,,
REAL NATURE OLIVE AMPOULE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,99573,270000,20,VAT10,inclusive,,,,NL8707,,,,,
REAL NATURE ROSE AMPOULE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,99573,270000,20,VAT10,inclusive,,,,NL8708,,,,,
REAL NATURE HONEY AMPOULE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,99573,270000,20,VAT10,inclusive,,,,NL8709,,,,,
GINSENG ROYAL SILK WATERY CREAM ,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,525742,1418000,20,VAT10,inclusive,,,,NL8088,,,,,
FOREST GARDEN CHAMOMILE CLEANSING OIL,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,111521,302000,20,VAT10,inclusive,,,,NL8570,,,,,
FOREST GARDEN LIP&EYE REMOVER MILD,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,54964,150000,20,VAT10,inclusive,,,,NL8576,,,,,
FRESH GREEN TEA BUBBLE DEEP CLEANSER,8.80617E+12,code128,Nature Republic,Cleansing,Pcs,Pcs,Pcs,70099,190000,20,VAT10,inclusive,,,,NL8627,,,,,
GINSENG ROYAL SILK TONER,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,302700,818000,20,VAT10,inclusive,,,,NL8651,,,,,
GINSENG ROYAL SILK EMULSION,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,302700,818000,20,VAT10,inclusive,,,,NL8652,,,,,
BOTANICAL GREEN TEA PORE PACT ,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,79658,215000,20,VAT10,inclusive,,,,NL8223,,,,,
BEAUTY TOOL OIL-CONTROL FILM(50 PCS),8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,19915,55000,20,VAT10,inclusive,,,,NL8931,,,,,
NATURE ORIGIN CC BRIGHTENING SPF30 PA++,8.80617E+12,code128,Nature Republic,Facial Makeup,Pcs,Pcs,Pcs,111521,302000,20,VAT10,inclusive,,,,NL8218,,,,,
HAND&NATURE FREESIA HAND CREAM,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,138000,20,VAT10,inclusive,,,,NK0544,,,,,
HAND&NATURE PEACH HAND CREAM ,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,52575,138000,20,VAT10,inclusive,,,,NK0555,,,,,
CRYSTAL EYE TINT 07 LOVE MAPLE,8.80617E+12,code128,Nature Republic,Eye Makeup,Pcs,Pcs,Pcs,71693,195000,20,VAT10,inclusive,,,,NK0599,,,,,
PURE SHINE LIPSTICK 09 SCARLET RED,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,70099,190000,20,VAT10,inclusive,,,,NK0187,,,,,
HAND&NATURE PEACH HAND CREAM,8.80617E+12,code128,Nature Republic,Hand Care,Pcs,Pcs,Pcs,78862,205000,20,VAT10,inclusive,,,,NK0609,,,,,
LONGLASTING SMUDGE SHADOW STICK 02 LILAC TOUCH,8.80617E+12,code128,Nature Republic,Eye Makeup,Pcs,Pcs,Pcs,53337,152000,20,VAT10,inclusive,,,,NK0269,,,,,
BEAUTY TOOL WATERPROOF HAIR CAP,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,19915,55000,20,VAT10,inclusive,,,,NK0245,,,,,
REAL MATTE LIPSTICK 02 BRICK ORANGE,8.80617E+12,code128,Nature Republic,Lip Makeup,Pcs,Pcs,Pcs,119487,322000,20,VAT10,inclusive,,,,NJ1020,,,,,
BEAUTY TOOL PACK BRUSH-SOFT TYPE,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,14339,40000,20,VAT10,inclusive,,,,NK0235,,,,,
VITAMIN B5 ESSENCE,8.80617E+12,code128,Nature Republic,Skin Care,Pcs,Pcs,Pcs,198348,535000,20,VAT10,inclusive,,,,NK0648,,,,,
BEAUTY TOOL EYEBROW DUAL BRUSH,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,31864,88000,20,VAT10,inclusive,,,,NK0380,,,,,
BEAUTY TOOL HAIR BRUSH,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,71693,195000,20,VAT10,inclusive,,,,NK0401,,,,,
BEAUTY TOOL NAIL REMOVER BOTTLE,8.80617E+12,code128,Nature Republic,Beauty tools,Pcs,Pcs,Pcs,23898,65000,20,VAT10,inclusive,,,,NK0237,,,,,
LOVE ME BUBBLE BATH & SHOWER GEL-FLORAL BOUQUET,8.80617E+12,code128,Nature Republic,Body Care,Pcs,Pcs,Pcs,118691,308000,20,VAT10,inclusive,,,,NK0519,,,,,
LOVE ME BUBBLE BODY LOTION-FLORAL BOUQUET,8.80617E+12,code128,Nature Republic,Body Care,Pcs,Pcs,Pcs,118691,308000,20,VAT10,inclusive,,,,NK0520,,,,,
LOVE ME BUBBLE BATH & SHOWER GEL-BERGAMOT CITRUS,8.80617E+12,code128,Nature Republic,Body Care,Pcs,Pcs,Pcs,118691,308000,20,VAT10,inclusive,,,,NK0521,,,,,
