Product Code,Unit Cost, Quantity,Product Variant, Expiry
8806173436774,70099,24,,12/31/2019
8806173434299,238974,32,,12/31/2019
8806173433735,199145,36,,12/31/2019
8806173436675,182417,32,,12/31/2019
8806173436682,198348,24,,12/31/2019
8806173438808,78862,43,,12/31/2019
8806173433261,70099,24,,12/31/2019
8806173422845,55761,43,,12/31/2019
8806173424177,134622,48,,12/31/2019
8806173425204,19915,170,,12/31/2019
8806173431168,43812,36,,12/31/2019
8806173431175,43812,36,,12/31/2019
8806173420308,59744,43,,12/31/2019
8806173420315,61337,43,,12/31/2019
8806173424368,35847,160,,12/31/2019
8806173419678,61337,36,,12/31/2019
8806173424870,15932,100,,12/31/2019
8806173424924,111521,36,,12/31/2019
8806173427260,95590,9,,12/31/2019
8806173438297,26288,60,,12/31/2019
8806173438822,70099,43,,12/31/2019
8806173432387,27456,6,,12/31/2019
8806173438457,33280,6,,12/31/2019
8806173439669,87278,6,,12/31/2019
8806173437214,15543,200,,12/31/2019
8806173433308,70099,24,,12/31/2019
8806173433322,70099,24,,12/31/2019
8806173433346,70099,24,,12/31/2019
8806173437870,150554,24,,12/31/2019
8806173440696,54964,24,,12/31/2019
8806173436767,70099,24,,12/31/2019
8806173433421,53337,24,,12/31/2019
8806173438815,78862,43,,12/31/2019
8806173416974,7577,480,,12/31/2019
8806173425488,199145,24,,12/31/2019
8806173423552,52575,72,,12/31/2019
8806173422081,54964,38,,12/31/2019
8806173425600,61337,48,,12/31/2019
8806173417094,7577,480,,12/31/2019
8806173424665,78862,48,,12/31/2019
8806173438914,35050,24,,12/31/2019
8806173433155,61337,24,,12/31/2019
8806173433339,70099,24,,12/31/2019
8806173440979,122674,32,,12/31/2019
8806173433247,70099,16,,12/31/2019
8806173434633,86828,27,,12/31/2019
8806173435234,102759,16,,12/31/2019
8806173433230,70099,24,,12/31/2019
8806173435982,126656,20,,12/31/2019
8806173434404,62930,24,,12/31/2019
8806173437221,15543,200,,12/31/2019
8806173436477,78862,32,,12/31/2019
8806173434886,95590,24,,12/31/2019
8806173434893,95590,24,,12/31/2019
8806173434213,78862,36,,12/31/2019
8806173436064,398290,24,,12/31/2019
8806173441204,199145,24,,12/31/2019
8806173417049,7577,480,,12/31/2019
8806173424146,118691,36,,12/31/2019
8806173424160,118691,48,,12/31/2019
8806173416264,95590,36,,12/31/2019
8806173423576,78862,48,,12/31/2019
8806173424436,39829,160,,12/31/2019
8806173425471,118691,36,,12/31/2019
8806173423385,55761,36,,12/31/2019
8806173426386,99573,48,,12/31/2019
8806173426416,99573,48,,12/31/2019
8806173420803,67710,36,,12/31/2019
8806173420513,119487,36,,12/31/2019
8806173421633,63727,24,,12/31/2019
8806173421596,111521,36,,12/31/2019
8806173432776,15932,12,,12/31/2019
8806173438723,572983,3,,12/31/2019
8806173433759,14339,12,,12/31/2019
8806173438310,26288,36,,12/31/2019
8806173437245,15543,200,,12/31/2019
8806173435951,477947,24,,12/31/2019
8806173434206,78862,48,,12/31/2019
8806173436620,118691,24,,12/31/2019
8806173419395,79658,36,,12/31/2019
8806173429196,78862,43,,12/31/2019
8806173423781,52575,24,,12/31/2019
8806173423798,52575,38,,12/31/2019
8806173423804,52575,38,,12/31/2019
8806173424894,27881,60,,12/31/2019
8806173424900,111521,36,,12/31/2019
8806173419562,52575,36,,12/31/2019
8806173424917,111521,36,,12/31/2019
8806173429424,27881,20,,12/31/2019
8806173430314,27881,20,,12/31/2019
8806173435081,7959,20,,12/31/2019
8806173435173,72732,8,,12/31/2019
8806173435135,27881,0,,12/31/2019
8806173435296,23898,12,,12/31/2019
8806173438303,26288,48,,12/31/2019
8806173439041,35050,60,,12/31/2019
8806173441211,95590,26,,12/31/2019
8806173435203,150554,24,,12/31/2019
8806173435227,150554,24,,12/31/2019
8806173436033,238974,24,,12/31/2019
8806173417025,7577,560,,12/31/2019
8806173417032,7577,560,,12/31/2019
8806173417063,7577,480,,12/31/2019
8806173417100,7577,480,,12/31/2019
8806173424153,134622,48,,12/31/2019
8806173425686,86828,60,,12/31/2019
8806173424672,78862,48,,12/31/2019
8806173423231,119487,36,,12/31/2019
8806173421626,79658,36,,12/31/2019
8806173421572,111521,40,,12/31/2019
8806173416967,7577,480,,12/31/2019
8806173416981,7577,560,,12/31/2019
8806173430758,11949,12,,12/31/2019
8806173435180,27881,12,,12/31/2019
8806173431892,23898,120,,12/31/2019
8806173434282,262871,36,,12/31/2019
8806173435197,150554,24,,12/31/2019
8806173438273,150554,27,,12/31/2019
8806173440283,79658,24,,12/31/2019
8806173441631,119487,24,,12/31/2019
8806173441679,119487,24,,12/31/2019
8806173440917,122674,32,,12/31/2019
8806173437399,55761,27,,12/31/2019
8806173435753,79658,24,,12/31/2019
8806173435760,79658,24,,12/31/2019
8806173435777,79658,24,,12/31/2019
8806173419692,61337,30,,12/31/2019
8806173424344,23898,160,,12/31/2019
8806173425198,19915,136,,12/31/2019
8806173430260,78862,27,,12/31/2019
8806173430277,78862,27,,12/31/2019
8806173423354,55761,36,,12/31/2019
8806173423392,55761,36,,12/31/2019
8806173422074,54964,38,,12/31/2019
8806173424351,35847,160,,12/31/2019
8806173416394,62930,36,,12/31/2019
8806173426430,99573,48,,12/31/2019
8806173426447,99573,36,,12/31/2019
8806173426454,99573,36,,12/31/2019
8806173422203,95590,27,,12/31/2019
8806173420858,63727,36,,12/31/2019
8806173420889,63727,36,,12/31/2019
8806173425167,19915,12,,12/31/2019
8806173432349,23898,12,,12/31/2019
8806173432295,18626,12,,12/31/2019
8806173433933,15932,12,,12/31/2019
8806173435128,19896,20,,12/31/2019
8806173433940,14339,12,,12/31/2019
8806173433797,23898,12,,12/31/2019
8806173433926,23898,9,,12/31/2019
8806173435142,7959,80,,12/31/2019
8806173433704,27881,12,,12/31/2019
8806173418961,47795,48,,12/31/2019
8806173418985,47795,48,,12/31/2019
8806173419036,79658,27,,12/31/2019
8806173419043,79658,27,,12/31/2019
8806173426324,143385,36,,12/31/2019
8806173437368,71693,30,,12/31/2019
8806173437054,79658,24,,12/31/2019
8806173440665,54964,24,,12/31/2019
8806173434954,102759,24,,12/31/2019
8806173440276,79658,24,,12/31/2019
8806173437405,183213,24,,12/31/2019
8806173437887,198348,24,,12/31/2019
8806173439133,78862,36,,12/31/2019
8806173439140,78862,36,,12/31/2019
8806173439157,78862,36,,12/31/2019
8806173434626,86828,24,,12/31/2019
8806173437382,55761,27,,12/31/2019
8806173436002,126656,20,,12/31/2019
8806173433995,55761,27,,12/31/2019
8806173434015,55761,27,,12/31/2019
8806173435241,102759,24,,12/31/2019
8806173440689,54964,24,,12/31/2019
8806173434817,95590,25,,12/31/2019
8806173434879,95590,24,,12/31/2019
8806173434909,95590,25,,12/31/2019
8806173433438,55761,16,,12/31/2019
8806173417018,7577,560,,12/31/2019
8806173419685,61337,30,,12/31/2019
8806173419715,61337,27,,12/31/2019
8806173422838,61337,43,,12/31/2019
8806173425211,23898,136,,12/31/2019
8806173423323,55761,36,,12/31/2019
8806173423361,55761,36,,12/31/2019
8806173423378,55761,36,,12/31/2019
8806173422043,54964,38,,12/31/2019
8806173418947,47795,48,,12/31/2019
8806173418954,47795,48,,12/31/2019
8806173424887,3983,200,,12/31/2019
8806173427314,95590,27,,12/31/2019
8806173416332,46999,43,,12/31/2019
8806173420841,63727,36,,12/31/2019
8806173420865,63727,36,,12/31/2019
8806173420872,63727,36,,12/31/2019
8806173420896,63727,36,,12/31/2019
8806173416219,70099,24,,12/31/2019
8806173420810,67710,36,,12/31/2019
8806173424627,19915,12,,12/31/2019
8806173425150,19915,12,,12/31/2019
8806173425174,31864,12,,12/31/2019
8806173425181,31864,12,,12/31/2019
8806173430642,39829,12,,12/31/2019
8806173430673,181828,4,,12/31/2019
8806173430734,19915,12,,12/31/2019
8806173430741,15932,12,,12/31/2019
8806173430826,23898,12,,12/31/2019
8806173432288,23898,12,,12/31/2019
8806173432301,15932,12,,12/31/2019
8806173432318,15932,12,,12/31/2019
8806173432332,31864,12,,12/31/2019
8806173432370,43770,12,,12/31/2019
8806173432752,11949,12,,12/31/2019
8806173432783,15932,12,,12/31/2019
8806173428656,19915,12,,12/31/2019
8806173433902,19915,12,,12/31/2019
8806173433681,11949,12,,12/31/2019
8806173433803,14339,12,,12/31/2019
8806173434091,14339,12,,12/31/2019
8806173433919,7966,12,,12/31/2019
8806173433698,15932,12,,12/31/2019
8806173433896,7966,12,,12/31/2019
8806173433452,61337,24,,12/31/2019
8806173433476,61337,24,,12/31/2019
8806173434145,53337,27,,12/31/2019
8806173432615,95590,27,,12/31/2019
8806173437375,71693,30,,12/31/2019
8806173437061,79658,24,,12/31/2019
8806173433445,61337,24,,12/31/2019
8806173441624,119487,24,,12/31/2019
8806173441648,119487,24,,12/31/2019
8806173441655,119487,24,,12/31/2019
8806173441662,119487,24,,12/31/2019
8806173441686,119487,27,,12/31/2019
8806173441693,119487,27,,12/31/2019
8806173436507,62930,24,,12/31/2019
8806173436590,118691,24,,12/31/2019
8806173436613,118691,24,,12/31/2019
8806173434008,55761,27,,12/31/2019
8806173434022,55761,27,,12/31/2019
8806173438198,46999,32,,12/31/2019
8806173441990,39033,144,,12/31/2019
8806173434831,95590,25,,12/31/2019
8806173434848,95590,24,,12/31/2019
8806173434855,95590,27,,12/31/2019
8806173434862,95590,24,,12/31/2019
8806173436026,262871,16,,12/31/2019
8806173435074,95590,24,,12/31/2019
8806173419722,61337,30,,12/31/2019
8806173420193,134622,36,,12/31/2019
8806173416370,44955,36,,12/31/2019
8806173416400,60194,36,,12/31/2019
8806173423330,55761,36,,12/31/2019
8806173423347,55761,36,,12/31/2019
8806173422050,54964,38,,12/31/2019
8806173420322,55761,43,,12/31/2019
8806173416363,46999,36,,12/31/2019
8806173439652,61337,136,,12/31/2019
8806173425815,23898,160,,12/31/2019
8806173425143,23898,12,,12/31/2019
8806173428397,15932,8,,12/31/2019
8806173428427,71693,6,,12/31/2019
8806173428434,87278,4,,12/31/2019
8806173430659,35847,12,,12/31/2019
8806173430680,71693,8,,12/31/2019
8806173432769,14339,12,,12/31/2019
8806173434039,23898,12,,12/31/2019
8806173434046,39829,12,,12/31/2019
8806173433841,23898,12,,12/31/2019
8806173433711,23898,12,,12/31/2019
8806173434084,19915,12,,12/31/2019
8806173435166,35847,12,,12/31/2019
8806173433834,78862,12,,12/31/2019
8806173433858,11949,12,,12/31/2019
